B6_25_01215	B6_25_01216	B6_25_01217	B6_26_01218	B6_26_01219	B6_26_01220	B6_42_01884	B6_42_01885	B6_42_01886	NOD_JAG012_01224	NOD_JAG012_01225	NOD_JAG012_01226	NOD_JAG018_01896	NOD_JAG018_01897	NOD_JAG018_01898	NOD_JAG020_01899	NOD_JAG020_01900	NOD_JAG020_01901	PWD_AC398_01887	PWD_AC398_01888	PWD_AC398_01889	PWD_AC401_01890	PWD_AC401_01891	PWD_AC401_01892	PWD_AC403_01893	PWD_AC403_01894	PWD_AC403_01895
ENSMUSG00000000204	34.9015261591198	31.6190555704914	22.2832076585533	34.6289873515602	31.8217115517872	24.2139507283294	32.5168271435816	35.7499568754517	20.0516822564176	3.76956089589155	3.38214855851341	4.11611820881964	2.12518116358952	3.10253698056225	2.87880171868281	3.48327842307204	3.43228582112959	2.48824333925104	3.48891110785075	3.52588833682849	2.90704576710638	3.22204662341617	1.91960581229905	2.92672300903546	1.78190188632755	2.48530327684758	2.76227611389313
ENSMUSG00000000214	140.516711503433	137.822310933784	96.3876092737051	79.1117069100447	99.8206492569732	99.6763762188833	95.9537500493902	119.440304940861	84.1079045988377	19.3796342544252	17.3278495553145	17.3377596588661	10.1382793210797	12.3981022324198	7.57619732011624	9.48798633445749	9.74014031282904	8.77209204801381	10.3083755387948	9.43560494013906	9.98693483294399	15.0382272527081	6.29695058230351	10.0973652828876	9.33497392198277	11.1821133834189	13.0553294077433
ENSMUSG00000000216	162.94589314139	190.497970916453	165.042896089283	131.223393852317	225.167629471156	160.896616428289	42.0367010508952	32.791142913684	33.8981240887355	0	0	0	0	0	0	0.030359581037939	0	0	0	0	0	0	0	0.0451118420735071	0	0	0
ENSMUSG00000000223	69.1663631776046	78.8874440291432	60.6192110488016	40.3624497827472	38.3896652003967	37.4462272181117	54.8130172356642	51.3216136139835	48.0468541168458	15.3947482154044	9.41067242985572	13.8484426356297	12.991266336484	14.3952617526113	14.7636879680575	26.9577117837871	16.3053532981566	14.8025843962972	9.21093795084864	9.52113553266145	12.6140329864106	8.98999047077741	6.32710103814144	11.1724682277766	8.09036451355315	8.35595799441605	8.20549678045044
ENSMUSG00000000247	91.1749191646585	98.2097757886787	100.708134585753	64.6170552661844	87.1769219938048	48.7458912865346	68.2335065149512	85.4101850996001	62.4049938837915	11.567106701154	9.79221038393262	8.59080372191312	20.4913889582176	21.7387242718933	22.0914801139572	32.8196819337308	27.7281561848472	29.25742816417	3.35755258116157	6.93366984706877	6.29234174226186	9.84064042711619	2.80780571217923	3.3758310871507	7.09202728158391	3.80404892325724	4.55414526807185
ENSMUSG00000000248	322.590251333052	331.190778007677	305.558652918805	227.749664750232	280.215930007363	136.205654447383	271.841084409093	348.713662713451	438.772459504524	10.9733014018102	15.0432742128722	17.1943214302142	1.73639169784376	5.83035542619924	4.35255333427018	10.2466367802534	0.947055333605429	4.38049772675407	13.8306465285568	14.6997977411339	20.1106450667444	22.9986673316083	8.68276215631898	16.8335876784894	12.4303604989683	12.6240730743371	15.6746054659882
ENSMUSG00000000253	841.026511870721	778.373000357995	772.033450930826	573.063196969794	642.219023812799	454.43239903181	469.130080612392	784.126056121967	671.631102574049	0.558424555682598	0.777309821049762	0.577468913610222	0.671362328310296	0.538337620889696	0.397603041301108	0.0511955992294189	0	0.294183277376353	0.66308855351576	0.676319683522929	0.783901599935882	1.0097834248374	1.0455899957793	0.620301003106195	1.01915040965535	0.398660467972224	0.660571694525059
ENSMUSG00000000263	36.8589026521377	35.4051507954571	29.6132136372098	27.2465923083572	47.7528149482622	31.0890595677013	23.1710144780284	47.9290379936941	36.9292686104648	3.25053384007002	4.61457388192028	3.36545213655068	5.47306698713198	2.85662628970361	7.13514367614181	6.51958921279882	5.34254030391267	9.66243650708965	9.30058003063177	7.59320944921523	5.11961911832283	15.6080815652235	6.1986664599567	8.72701192434085	9.24043582586614	5.03475964670916	1.86113596105829
ENSMUSG00000000266	134.441312297444	145.905142901222	116.219972241212	81.6653218384716	95.0355739364042	53.7558658904092	66.9638382316773	68.5457504837771	82.6633932249757	0.612545864442974	0.321399047759655	0.63571673598453	0.873466524526483	0.0997407039100517	0.25234797113109	1.15683875614549	0.382668347686906	0.431319576134634	1.76505687378872	1.13076409914805	0.806283265872006	0.692551116495383	0.785950510183373	1.13228026356913	0.709420097525478	0.761407383483513	0.926377569918762
ENSMUSG00000000276	714.811872992972	642.653290033091	664.601277312193	387.281152583501	552.355318549083	396.417328589032	401.837843813438	499.209103111434	404.207347264911	1.12046699581626	0.731999057671091	1.06434550357117	0.137887488863028	0.639657839054621	0.47719983222987	0.344768077515056	0.493020678694542	0.142012625850075	0.0562449850641556	0.270543918904957	0.452789220289165	0.226755167832042	1.17502658689262	0.222063475064394	0.899867557907217	0.840562137232567	0.334698021345528
ENSMUSG00000000282	263.422178692746	215.215298884982	276.277157653153	203.265373481758	247.052125334244	183.205952648614	322.409673389628	380.898391253959	238.161525999381	6.71823402101246	5.10893574300683	8.25836867949635	1.6104030426433	2.3709664205495	2.10456499070413	2.29646097305222	1.33650003035596	1.07399711250649	5.05181683369083	5.06475631066733	3.95334661863715	5.43371426098795	2.53752232655284	5.04226066934905	4.85903191716069	3.96283862667852	4.88304722369322
ENSMUSG00000000290	1215.57882222061	1113.00429246009	898.749907075985	763.794309524173	857.951362808127	680.141859347697	1025.39732713999	1112.66449838649	977.933379311058	5.32687817969624	6.9158882614163	7.13202691067104	2.86030299747153	3.29039045094703	3.59740264881895	3.87619307615297	2.88449583156116	3.37084644247452	5.33071345977257	7.60350075773346	10.0226204895976	7.54202111859163	3.44311586657665	8.46290892896848	7.90966681247179	12.6473807067575	6.1727903746387
ENSMUSG00000000295	259.86190152167	223.029192345759	164.148213893331	168.238269722616	190.042737158754	125.041209140457	184.141167664096	313.181696741617	250.710165782696	1.37411945990312	3.37364583605144	2.14258910518577	0.806082919795604	0.461949031857964	0.998587263448373	0.353832925501921	0.193846219085813	0.0752652447030962	1.73917960463415	1.93726486459777	1.63162830669058	1.61523809492266	1.24710850873653	1.94290782914305	1.29612244092379	1.43343304556417	1.90462371439327
ENSMUSG00000000296	0	0	0	0	0	0	0	0	0	12.4504360888118	13.2694703252614	14.6956543423437	8.47954027776993	6.58108999262695	6.59935805230355	8.34002783882936	5.49331412113304	5.84338573049108	6.57502775440442	5.87693724693833	7.8479087649577	8.06104858505546	5.98748017233385	3.74738711351224	7.70435867560626	10.4753609036708	10.7235192126838
ENSMUSG00000000301	3440.92759370294	3436.19928566028	2692.25727798198	2144.43880961728	3400.31987641303	2601.62423879476	1502.94576935645	2076.27226999242	2338.12317912345	7.98615536188679	3.86111965029525	7.24823175473501	2.80480787550982	10.900224645996	8.14970462955536	7.22683813635127	4.25789803662764	2.73657602505796	9.00618290706289	9.16592669467805	8.02652538969696	18.2372619132664	6.26344675906718	10.3427779363557	3.84304304425937	2.87603668827652	12.1352886438059
ENSMUSG00000000303	429.676897061489	238.018450206449	248.834657986692	173.201077052369	169.278291661588	138.610091533086	124.047465057941	146.525936040313	150.574318088269	0.030359581037939	0	0	0	0	0	0.0317221925642848	0	0	0.0637503148083534	0.0302066389750112	0.0283902605774455	0.0902707321234461	0.119973278685121	0	0.119013985600686	0.0394634909303569	0
ENSMUSG00000000305	199.368270312459	169.381220110536	159.38653236299	90.0367110977466	89.7514781957019	100.440453802112	142.731927994078	157.917729355832	150.700078560061	11.5579661263317	9.55757931461241	8.07236796508677	7.15114998850669	8.30016979871839	12.8609076966663	10.4714494092762	7.39479525272147	5.92038464831961	8.24363811753639	9.44623123585322	8.11864594261123	8.82998720868525	5.614674093838	7.83997545491294	6.70477977522835	5.61718953581819	7.6565857427348
ENSMUSG00000000317	138.366542947996	133.841431333711	108.743753495624	103.506702799334	108.598055595738	62.3122735612346	105.889272896675	116.116881440862	94.198884595964	3.56514507282481	4.48293872751817	3.73675241919634	3.56683504458673	5.36041673909952	4.38178576282252	11.8479199181711	2.61199285985747	5.61470622431377	4.97658588629939	5.50314508178372	6.12533267075146	5.49852401479001	3.12857954656353	7.11069011870078	4.42352909332143	4.71450863021433	3.7041317730778
ENSMUSG00000000318	364.852477263616	315.234574709269	432.418933240561	178.623060392151	261.577634911591	185.508541179926	164.159709515494	226.479464082711	176.937679272062	37.5543531504644	41.4451486206789	33.5137350129615	42.5154173428462	36.9968762432831	49.7718841281656	67.3408935352027	37.6836917241736	46.4762950681079	17.4975613704534	16.4174445279145	22.9351286089442	24.4566007103198	12.2816177022993	17.6963311924356	33.0774593227084	27.5582376261149	16.4213365013022
ENSMUSG00000000325	1278.76291401719	1817.99060431299	1480.60363448783	1940.45150711699	1474.04272035607	1612.82239618483	1329.36687355489	1480.39760746095	1470.285072375	57.9128225475565	53.4770380381173	66.7287348181187	49.4270537413145	58.0783869373264	52.6720713700937	95.7764465671088	63.8480279569918	69.2668007124962	41.6844430903068	45.4609563384656	34.7014829836246	50.095937374796	30.7658924218941	40.4288807258844	43.0703537063867	50.6016772290852	45.5480790388265
ENSMUSG00000000326	85.9310572049841	82.5516445654514	85.0593610208454	68.4466674156402	81.576346124536	52.9504934951488	47.4622933810929	50.5862317768903	60.4730539247611	0.332273028725123	0.255512345197009	0.210631708288041	0.719839672110725	0.189585932576967	0.501916933561774	0.868196800467853	0.395764495318923	0.270158747113722	1.08664712057737	1.6176978957748	1.64889689464706	1.22569371656624	0.968361999231116	1.4111664962768	1.15969857023854	1.60373194888117	1.18402366047962
ENSMUSG00000000365	19.4463094789605	42.4173125098895	35.6703277940506	13.1831968134261	26.9039981608253	12.7983872813697	53.3700766193136	31.4884128171589	31.5617271369015	0.0816852996734358	0.0334877908771645	0.069168714230794	0	0.0803353897507565	0.0418905973875311	0.0692356317486406	0.102138238311832	0.0294933784402771	0.184803224416796	0.221775604349357	0.13166182594421	0.221383154689556	0.0727567785337786	0.182625819147758	0.184681155732485	0.16364778937741	0.155499135234784
ENSMUSG00000000378	189.724481584928	201.525569107927	246.170649495503	188.08158973893	156.549951668087	158.023005584828	186.024911317798	320.104071545402	173.503824898043	22.907708121278	15.6771201763969	16.1354123563535	17.5273362772789	11.670626648768	18.2339849612764	28.6331678379032	10.2813288909146	12.0695219687374	9.27645969235557	12.0370809366132	15.2836486535002	13.5817174677178	6.9188785680196	8.31875913443056	10.784172231303	11.8190600579925	8.25182456416651
ENSMUSG00000000384	286.001963694277	256.637359438265	247.734264760045	332.154844754698	346.101012265631	180.707613875517	225.959748198637	235.917199519089	311.119145549895	63.9480220985935	64.7645321919535	69.5001163022034	36.6138309023536	46.2752113476137	47.710776268433	70.830725728127	46.2958275123222	42.1853075845739	43.9785781264591	45.736116289896	53.4730023757637	62.3875213618655	27.7655147960984	52.819914809223	40.3170790414772	34.589549345026	45.2074258852382
ENSMUSG00000000385	23.8375102322872	21.0806636657478	21.3547235811539	21.4901945954668	24.0385644679349	14.0352827310197	17.55816039947	29.5287909811171	23.2101180627691	0.807313337507482	0.569833041136537	0.775126906578252	0.336363593546115	0.849166943310229	0.926123468318253	0.744741832545722	0.559522069896352	0.302135906109461	1.09354568846295	1.29061637619467	1.17579103417543	1.65003356660442	1.04358163565325	0.710329397443936	1.71234645838768	0.890485013808513	0.251824596113688
ENSMUSG00000000386	292.303541500024	269.194851609455	230.997715744694	164.210378475756	264.060414557858	174.803231112865	169.23387553482	274.661942633493	233.980823144403	1.41383841304907	0.553100507955031	0.395088151133402	0.747037298898496	0.701320494979162	0.956451146640574	1.05550205081374	0.396032286507054	0.1644198395002	1.49278910087373	2.05530783019699	1.99853759171268	2.14341619458027	1.66481074682441	0.886715558700326	1.56940440438796	0.343698303676811	1.36330375869295
ENSMUSG00000000392	211.09017212761	223.29590726243	179.422844448808	146.616637088755	189.763640849712	111.806604135837	144.286449891047	165.43934613152	177.252424054144	32.3798017614523	25.4613599634907	27.7576779230392	16.2993369958349	15.6989417930278	24.8384410058447	29.0654239987427	15.9331777827348	23.9109178438097	35.1307658221793	40.5798602709384	28.2889264896713	41.0977364420987	21.5585292558127	50.9282646140035	33.3849095921162	31.0386573903541	29.7235809594599
ENSMUSG00000000399	71.2510801241092	50.0172818423764	56.006841690316	28.0245749643493	42.7863965733213	34.0491313754308	28.4680273413702	33.6368478870751	28.7466847382116	2.66628761196416	2.39723728307219	2.94439319767814	0.790535437573664	0.86442118866339	0.668437953147881	1.04398471784882	0.790205675586292	0.985275476262071	1.13134021711768	1.97727200770183	1.46609380030451	1.31692240036812	1.05387055212064	1.13175765325819	1.53271053111258	1.42226511501376	1.39583835020015
ENSMUSG00000000402	80.7972171653524	64.4791678888211	85.6377103915054	59.9222992401225	63.0290471664232	50.1739473361694	92.9828901793292	88.6467799402706	62.852157625436	0.612479693397689	0.914276068432819	0.901912009619301	0.720997076147063	0.878770262846137	1.07587715742709	0.512389001273351	0.543500088939887	0.228229211813066	0.959641016413576	1.68473458481456	1.2554248411437	1.30510005221833	0.847005431255259	1.9051851967728	0.924265281523518	1.19161277254286	1.30538630567008
ENSMUSG00000000409	321.443568433851	325.483848154041	256.617024838884	227.103854907883	238.679737010117	181.930740019439	265.620944503798	257.806876994433	233.287166262525	41.3021354657321	62.5306988385398	68.5324406405076	27.1361644202366	22.750053589914	21.370040245024	26.390354667153	25.6717194581953	24.3900627711033	24.8738200674687	31.8769176473327	41.7606167339143	50.8818507052035	19.7089369174256	47.6430536540826	28.8937279200921	55.1131813795034	34.0511655411558
ENSMUSG00000000411	37.107986417849	31.8724196583133	23.4563534045408	16.9147116523134	18.3354298578318	11.0410858996108	21.0932610728453	28.666335226837	26.7591064535759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000435	186.193408510778	111.988573838326	113.128555120433	88.7948519223768	96.7072342370763	67.1974058752164	83.0079492365487	115.935748242376	106.517638279177	0.109737617145452	0.137542124479933	0.164357492122591	0.100584412144312	0.0611554507875328	0	0.11776261267832	0.12641190835132	0.0366448004347306	0.044790014929627	0.193710342684511	0.0826770096334741	0.209461498697281	0.400352830526893	0.408526104104348	0.392650174810858	0.341614130698998	0.0882885683679284
ENSMUSG00000000439	64.2617013661571	61.5478132702426	54.244949284927	33.7608711066112	34.2173322127552	32.0664083486018	40.0842099198398	42.4718298238584	38.846505057123	0.318761003247787	0.278068720685558	0.190802690575367	0.15110795619132	0.467372683958309	0.669339908674016	0.306657250662536	0.744861642937251	0.571020011198808	0.257534183868882	0.353887892619011	0.0801307061876622	0.317407793235214	0.0982457380712154	0.122538950043124	0.598223151312633	0.0698122043139158	0.275369511291331
ENSMUSG00000000441	135.168359473814	197.161517025796	100.821712139755	76.6516536688222	84.4166338793468	53.5083676752455	76.5932799319149	78.1603990516105	80.6453519483156	36.6146072015411	25.7491583659035	24.3458767962758	14.5742907388626	27.2572024478674	29.6430590452165	36.1392117905519	24.6257477544989	26.1909049230013	8.79527961966063	12.4788605378649	13.2599717287775	15.1037667959709	6.2341782508441	14.6253097454135	18.9476790988957	12.6467616832254	12.3960625945338
ENSMUSG00000000486	417.736769364795	413.32081632786	322.190194681894	290.399709356665	309.969454686402	191.678123329741	265.693346326249	327.56476955874	252.866694941917	12.1734261803364	12.2715787853677	16.218121777203	13.1885231280408	20.0280634009876	21.2115547154125	44.2509745530362	12.2004392109944	20.9350144004674	12.3790695801822	11.6722883105992	13.9592567408456	12.4680696231852	8.43684092075307	13.4451886680126	12.6690219574826	11.402299479418	7.96458187858425
ENSMUSG00000000489	129.481884234502	122.571466294823	168.674424236694	57.8686573215308	81.5777474443279	50.7905500508616	68.724309622097	88.2414338302216	77.2742229658987	0	0.0328114605679047	0.0153841712185169	0	0	0	0	0	0	0	0	0	0	0.00619245524689183	0.0217246145733166	0	0.0107211413630072	0.00841318740891064
ENSMUSG00000000530	264.703620726412	324.893776013181	301.083810206744	210.97534316005	269.210193691428	160.26389626671	142.870340133123	237.152516218717	201.391673489264	3.23868589121627	3.16323329399647	3.74248964568399	4.03965003403872	3.50060598983229	5.97386486656464	7.30510956192927	5.33889607157368	3.98941108939872	4.0661959072044	4.67389331906209	4.17434999328451	4.66961590003666	2.28503134909621	2.51016380331535	4.70292335265133	3.38612126114414	3.32170931815037
ENSMUSG00000000531	96.7305468069886	127.861710614356	106.96434950756	97.0410219632491	67.3082010569392	53.9355184795824	66.0611245238386	65.6971832079504	68.6845332311785	0	0	0	0	0	0	0	0.150056229853398	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000532	63.6414453118683	55.0906225188926	63.9918877189465	41.587759557634	36.7008471326309	26.7100861391278	28.3815455858897	27.6084473489864	35.2857992464236	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034584357115397	0	0	0	0
ENSMUSG00000000538	476.64331298298	346.362052569994	453.66939638982	218.98191867269	383.172048599544	161.910014432164	321.306348312818	319.436970274926	261.095715807686	27.6528392192926	23.2791387689866	25.6283625500336	24.2307459271953	14.0522226246006	17.1927971567895	25.7843720157785	22.0492277317388	25.1668460550077	19.1827768024652	25.4134983007873	22.8008491149431	20.4510559656925	16.8745267720621	18.3992717131527	18.4903855744748	17.3885084128251	23.0772532675262
ENSMUSG00000000552	84.6413080767244	74.5952393754635	49.7981625959909	46.2846764106873	48.1605814353597	49.3864237978735	39.0023539344854	45.2535912339879	37.6949056648367	3.29800472550769	3.47838742715957	3.61093046177965	2.78466138510048	3.47257570734913	3.11595559982887	4.04176799554772	2.33801967932278	2.94288102527514	3.97436605693713	4.40967451944843	5.09659214061345	4.07740546849701	2.25359816025571	4.20529589136451	4.66009600056698	3.91600775372388	3.63912915945855
